CeA_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000039936	5.42739738916036	1.39687462790663	1.95805800338512	4.03052276125373	0.919716818843456	4.48097142075298	6259	0.488256910049529	4	149733625	149787028	protein_coding	Pik3cd
ENSMUSG00000079225	14.2971718260752	5.3969372197948	1.40551698035634	8.90023460628041	0.919714172290591	9.01053017468458	1080	0.449074074074074	9	81559651	81560730	transcribed_processed_pseudogene	Gm9531
ENSMUSG00000107019	7.38801223548384	19.057127599084	-1.36707252354058	11.6691153636002	0.919679767103348	-11.74892082932	2090	0.439712918660287	5	93324829	93326918	TEC	Gm43682
ENSMUSG00000021696	3.07818501313954	8.95679090053161	-1.54090197943881	5.87860588739207	0.919515680825725	-6.07720215967177	4013	0.423124844256167	13	108350938	108422217	protein_coding	Elovl7
ENSMUSG00000062997	73.8245584701772	29.7462132017699	1.31139480299179	44.0783452684073	0.91949715495567	44.0978489036624	1241	0.510878323932313	2	38891592	38895636	protein_coding	Rpl35
ENSMUSG00000018362	29.0223132926107	11.4964343143558	1.33597604710327	17.5258789782549	0.919465396321292	17.576725120422	2873	0.437521754263836	11	106879455	106890367	protein_coding	Kpna2
ENSMUSG00000049299	28.6972010034171	11.3568642934531	1.33734547771476	17.3403367099641	0.919415111816859	17.3918305575259	1112	0.481115107913669	11	69214806	69216619	protein_coding	Trappc1
ENSMUSG00000018565	46.6683620896474	18.6328434092305	1.32459698497278	28.0355186804169	0.919415111816859	28.0667929206848	2294	0.53487358326068	11	69859048	69873343	protein_coding	Elp5
ENSMUSG00000103505	11.1395573893277	28.1925594068966	-1.33962254525556	17.0530020175689	0.919327775572317	-17.1055390553752	2033	0.324643384161338	1	84784879	84786911	TEC	Gm38374
ENSMUSG00000042256	6.40086573425885	16.6114923087621	-1.37584273316832	10.2106265745033	0.919071059944422	-10.3029043609249	4503	0.467244059515878	17	42626838	42815968	protein_coding	Ptchd4
ENSMUSG00000063019	22.3175365089954	8.77550767446309	1.34662329130277	13.5420288345324	0.919036654757179	13.6088184367338	1107	0.564588979223126	2	157209514	157238683	protein_coding	Manbal
ENSMUSG00000031107	7.69847713711742	19.7195783030964	-1.356983705917	12.021101165979	0.91886992192669	-12.0974492361334	1872	0.455662393162393	X	47783881	47799600	protein_coding	Rbmx2
ENSMUSG00000045854	55.081735666774	22.1558475338944	1.31388650489078	32.9258881328795	0.918771999470689	32.9520926055786	1140	0.519298245614035	4	32800253	32801559	protein_coding	Lyrm2
ENSMUSG00000020492	17.6180308076819	6.82864305927582	1.36738185146957	10.7893877484061	0.918721714966256	10.8756894546132	3272	0.400977995110024	11	87000060	87015461	protein_coding	Ska2
ENSMUSG00000032121	9.43318553473003	3.3383116823473	1.49862638474782	6.09487385238273	0.918713775307662	6.27641365092527	2619	0.454371897670867	9	37119519	37135996	protein_coding	Tmem218
ENSMUSG00000031425	62.4944293258672	153.128735744493	-1.29294554006885	90.6343064186258	0.918486171761281	-90.6435282199173	5551	0.405512520266619	X	135723420	135740482	protein_coding	Plp1
ENSMUSG00000087963	619.185787354836	255.644394621859	1.27623396341138	363.541392732977	0.918120947465926	363.543632874188	133	0.518796992481203	13	49837777	49837909	snoRNA	Gm25394
ENSMUSG00000075600	2.05351228279906	6.6442772269916	-1.69401869319457	4.59076494419254	0.918115654360196	-4.89334467473116	3509	0.548304360216586	15	75626279	75713764	protein_coding	Zc3h3
ENSMUSG00000028519	13.017151890205	32.5536046262281	-1.32240347420686	19.5364527360231	0.918046843985709	-19.5811576893568	7908	0.47635306019221	4	103476556	104602041	protein_coding	Dab1
ENSMUSG00000063626	107.852157792536	44.0418173988461	1.29210913222387	63.81034039369	0.917856292179436	63.8234211490434	9220	0.439804772234273	8	29136745	29709664	protein_coding	Unc5d
ENSMUSG00000110558	2.53296351249364	7.64920235876428	-1.59448301964366	5.11623884627064	0.917750430064841	-5.35894355559197	4064	0.514517716535433	8	73171253	73175316	TEC	Gm45779
ENSMUSG00000016520	6.32501610738811	1.91859519334377	1.72101880608427	4.40642091404434	0.917411671298134	4.73058675035381	4557	0.480140443274084	5	146953465	147013396	protein_coding	Lnx2
ENSMUSG00000108088	2.06955442596987	6.64038113895138	-1.681945860894	4.57082671298151	0.91739843853381	-4.87046185890864	2487	0.328508242862887	6	80422333	80424819	TEC	Gm44229
ENSMUSG00000032940	6.72808085932951	17.2843087431337	-1.36119595720391	10.5562278838042	0.917369326452296	-10.6436272749807	2754	0.423021060275962	16	75389732	75399717	protein_coding	Rbm11
ENSMUSG00000047228	3.58489643104478	0.250599432365036	3.83847638763245	3.33429699867975	0.917319041947863	5.08443088789853	7753	0.414420224429253	6	128516784	128558571	protein_coding	A2ml1
ENSMUSG00000109394	6.70734626127751	17.1930253246611	-1.358009440081	10.4856790633836	0.917311102289268	-10.5732518677855	11357	0.363828475829885	7	61354267	61578438	lncRNA	A230057D06Rik
ENSMUSG00000071014	82.7890860217041	33.9048863276942	1.28794738397517	48.8841996940099	0.91727934365489	48.9011634645611	659	0.471927162367223	4	40270591	40279421	protein_coding	Ndufb6
ENSMUSG00000004667	21.2047941690104	8.36828467788407	1.34138664293663	12.8365094911264	0.91727405054916	12.9064051556437	2670	0.550936329588015	10	79871783	79875629	protein_coding	Polr2e
ENSMUSG00000036672	6.7760594940916	2.13153856184984	1.66855138619014	4.64452093224176	0.917226412597592	4.93514320140651	3646	0.470652770159078	8	106571305	106579910	protein_coding	Cenpt
ENSMUSG00000106648	2.75515924115735	8.12519822317718	-1.56026730430574	5.37003898201983	0.917051740108509	-5.5921152285426	2989	0.45299431247909	5	52296927	52299915	TEC	Gm43176
ENSMUSG00000045948	16.8266714568424	6.53859701628985	1.36369680466172	10.2880744405525	0.91702527457986	10.3780607374111	1040	0.522115384615385	7	28439066	28441245	protein_coding	Mrps12
ENSMUSG00000042978	7.12623660468956	18.2227982946175	-1.3545322269229	11.096561689928	0.917012041815535	-11.1789283427415	4478	0.600267976775346	7	125848034	125894188	protein_coding	Sbk1
ENSMUSG00000039483	9.0845791194918	3.21494329695443	1.49862638474782	5.86963582253737	0.916993515945481	6.05792916187341	5439	0.555065269350984	2	30713109	30720345	protein_coding	Asb6
ENSMUSG00000015748	26.5486433908678	10.6394310851281	1.31921713396212	15.9092123057397	0.916972343522562	15.9638143949258	5661	0.435788729906377	3	95737436	95763197	protein_coding	Prpf3
ENSMUSG00000105378	8.61900394762	2.98239902182353	1.5310478624402	5.63660492579647	0.91690088659521	5.84084091947347	3583	0.389896734579961	3	126531146	126534728	TEC	Gm42515
ENSMUSG00000046192	2.81949156800168	8.24840035235688	-1.54867933003053	5.4289087843552	0.916779145163425	-5.64548122449388	3651	0.427554094768557	6	24444864	24515066	protein_coding	Iqub
ENSMUSG00000104033	24.7637806345982	60.4864284633606	-1.28837989191798	35.7226478287624	0.916514489876935	-35.7458737568923	2120	0.29811320754717	3	118319800	118321919	TEC	Gm37773
ENSMUSG00000038872	30.377400550368	12.2264710471324	1.31299036532479	18.1509295032357	0.916503903665476	18.1983566711631	20976	0.525839054157132	8	108669276	109688262	protein_coding	Zfhx3
ENSMUSG00000105939	14.687417210906	36.158140182248	-1.29973975408252	21.470722971342	0.916310705306339	-21.5100271580595	1612	0.349255583126551	3	126767905	126769516	TEC	Gm43322
ENSMUSG00000028798	28.6406878071782	11.5461217668219	1.3106577940149	17.0945660403563	0.916207489744608	17.1447371505402	3702	0.508643976229065	4	129485753	129494441	protein_coding	Eif3i
ENSMUSG00000106385	1.27007572051501	5.09396295267492	-2.00387395578136	3.82388723215991	0.916204843191743	-4.31713150076928	3242	0.416409623689081	3	156436735	156439976	TEC	Gm42943
ENSMUSG00000028545	12.2256101125584	4.61495819269864	1.40551698035634	7.61065191985973	0.91615985179304	7.73934755824641	2105	0.527315914489311	4	111272203	111317495	protein_coding	Bend5
ENSMUSG00000086363	11.2760733271378	27.9763494750494	-1.31094295837522	16.7002761479116	0.916096334524282	-16.7516505114158	5660	0.446466431095406	13	29198241	29225639	lncRNA	A330102I10Rik
ENSMUSG00000071652	3.14415507476303	8.90148472415758	-1.50137361525218	5.75732964939455	0.916043403466984	-5.94987121073835	3274	0.568112400733048	19	8870369	8875252	protein_coding	Ints5
ENSMUSG00000021550	2.69917108220889	7.96008439497758	-1.56026730430574	5.26091331276869	0.915942834458118	-5.48740767078157	3051	0.4703375942314	13	58527631	58533039	protein_coding	2210016F16Rik
ENSMUSG00000025036	1.23917018062629	5.01177317057471	-2.01594678808193	3.77260298994841	0.915863437872172	-4.27744956395111	5815	0.494239036973345	19	46561804	46586505	protein_coding	Sfxn2
ENSMUSG00000023277	31.9605600458706	12.986162003646	1.29931757652442	18.9743980422246	0.915773455074765	19.0188329618156	2319	0.577835273824925	9	106080307	106092588	protein_coding	Twf2
ENSMUSG00000030317	0.174651573036548	3.46121864452398	-4.30872853730978	3.28656707148743	0.915609368797142	-5.41910183735397	5894	0.4660671869698	6	115218853	115229166	protein_coding	Timp4
ENSMUSG00000093413	1972.354879701	830.55155993178	1.24777751736215	1141.80331976922	0.915601429138547	1141.80400156277	131	0.343511450381679	5	129871609	129871739	snoRNA	Snora15
ENSMUSG00000053166	44.2123238965178	18.1064182252435	1.28794738397517	26.1059056712743	0.915535265316925	26.1376571134706	3702	0.601836844948676	2	164953427	165076773	protein_coding	Cdh22
ENSMUSG00000030513	16.2640659848069	6.36401845571179	1.35367804883673	9.90004752909515	0.91551673944687	9.99216619848997	5190	0.546628131021195	7	65511482	65700134	protein_coding	Pcsk6
ENSMUSG00000032579	2.25868649803053	6.92750032601197	-1.61685083267211	4.66881382798144	0.915484980812492	-4.94085308175251	3646	0.517279210093253	9	107204283	107215549	protein_coding	Hemk1
ENSMUSG00000118401	75.4597217943126	180.996856057871	-1.26218595137275	105.537134263558	0.915477041153897	-105.5446816374	1637	0.433720219914478	1	160403908	160405544	protein_coding	Gpr52
ENSMUSG00000031578	68.5038228450803	28.20194974167	1.28038959290269	40.3018731034103	0.915379118697896	40.3222069479462	2239	0.465832961143368	8	31649491	31658792	protein_coding	Mak16
ENSMUSG00000074629	5.15665057721936	13.3825118286709	-1.37584273316832	8.22586125145152	0.915188566891624	-8.34012808981635	1597	0.447714464621165	2	156698536	156700132	TEC	4930518I15Rik
ENSMUSG00000029049	0.953144788405014	4.49744768316233	-2.23833920941838	3.54430289475732	0.914876273653566	-4.19192621907934	4320	0.542361111111111	4	155171034	155229962	protein_coding	Morn1
ENSMUSG00000103739	4.02782258263941	10.860242588743	-1.43098428736078	6.83242000610362	0.914788937409025	-6.98066466537954	3578	0.399664617104528	1	160742894	160746471	TEC	Gm37653
ENSMUSG00000044548	6.5688680977022	2.06636256221869	1.66855138619014	4.5025055354835	0.914709540823078	4.80173091972224	3761	0.533634671629886	12	71356658	71366881	protein_coding	Dact1
ENSMUSG00000098206	6.98822802360701	2.29385761408043	1.60715084152599	4.69437040952658	0.914569273521239	4.96185926536177	3388	0.369539551357733	1	137894269	137897656	lncRNA	Mir181a-1hg
ENSMUSG00000024742	14.4506509621107	5.61531040209863	1.36369680466172	8.83534056001206	0.91453751488686	8.9399615092258	2422	0.467382328654005	19	10176496	10181533	protein_coding	Fen1
ENSMUSG00000016179	70.5168228377062	29.2244443870005	1.27079187834313	41.2923784507057	0.914391954479291	41.3119284240565	2759	0.524102935846321	1	193028654	193052606	protein_coding	Camk1g
ENSMUSG00000027849	29.1438574628987	70.5083733553837	-1.27460275340515	41.364515892485	0.914391954479291	-41.3841489848303	5828	0.50531914893617	3	103482547	103552885	protein_coding	Syt6
ENSMUSG00000108291	3.04812800352872	8.62962042759067	-1.50137361525218	5.58149242406195	0.914389307926426	-5.77989449838284	2364	0.455160744500846	6	86640170	86642533	TEC	Gm44292
ENSMUSG00000097785	11.4855941029558	4.33561483765942	1.40551698035634	7.1499792652964	0.914386661373561	7.28681559230357	3585	0.503765690376569	19	57311625	57349303	lncRNA	B230217O12Rik
ENSMUSG00000080440	1815.74082191155	769.063553820759	1.2393835580764	1046.67726809079	0.914349609633452	1046.67800187527	144	0.319444444444444	16	32062530	32062673	snoRNA	Gm25848
ENSMUSG00000026966	8.87410665066737	22.0783795355242	-1.31496049102129	13.2042728848568	0.914339023421993	-13.2695871642908	1276	0.568181818181818	2	25161051	25162450	protein_coding	Ssna1
ENSMUSG00000091423	3.0340103580387	8.58965165929446	-1.50137361525218	5.55564130125576	0.914196109567289	-5.75493466520639	2375	0.504842105263158	13	117355237	117357611	lncRNA	Gm17509
ENSMUSG00000042670	12.9348235159466	31.5339368444555	-1.28564492419674	18.5991133285089	0.914185523355829	-18.6434948300427	955	0.391623036649215	2	105734983	105795903	protein_coding	Immp1l
ENSMUSG00000052397	30.9757570748523	12.696745921341	1.28668075084649	18.2790111535113	0.914100833664152	18.3242406692553	3290	0.488145896656535	17	7005440	7050183	protein_coding	Ezr
ENSMUSG00000031090	1.24548865272524	4.99535023973747	-2.00387395578136	3.74986158701223	0.914047902606855	-4.251702335819	3306	0.490623109497883	7	143349321	143376586	protein_coding	Nadsyn1
ENSMUSG00000104026	8.46079209433492	21.0258759631458	-1.3133012670996	12.5650838688108	0.913934100833664	-12.6335304981789	3650	0.352328767123288	1	160397731	160401380	TEC	Gm37212
ENSMUSG00000020895	21.0541259323357	8.51525521896038	1.30598130680543	12.5388707133753	0.913902342199285	12.606699248434	1369	0.513513513513513	11	68961632	68964119	protein_coding	Tmem107
ENSMUSG00000086873	6.84236879120881	17.219179312787	-1.33144861380986	10.3768105215781	0.913812359401879	-10.4618809022064	1354	0.613737075332349	5	139133331	139136448	lncRNA	Gm15672
ENSMUSG00000004843	108.919533081635	45.8515724378832	1.24821958724178	63.067960643752	0.913775307661771	63.0803116027483	1928	0.466286307053942	16	65336014	65359612	protein_coding	Chmp2b
ENSMUSG00000038612	54.8127968428583	22.7372428218388	1.26945543078031	32.0755540210194	0.913740902474527	32.1006648349543	3418	0.48683440608543	3	95566099	95570487	protein_coding	Mcl1
ENSMUSG00000022960	6.24873196743479	15.8287168299413	-1.34090894305893	9.57998486250651	0.913735609368797	-9.67337308075261	3130	0.455591054313099	16	91473696	91485658	protein_coding	Donson
ENSMUSG00000069255	4.83663134601761	12.551999641966	-1.37584273316832	7.71536829594837	0.913653566229985	-7.8370818018276	5108	0.468480814408771	13	30843982	30895214	protein_coding	Dusp22
ENSMUSG00000036825	68.1362360168384	28.4495690586326	1.26001545285325	39.6866669582058	0.913576816196904	39.7066640904644	4200	0.484047619047619	3	146110397	146145899	protein_coding	Ssx2ip
ENSMUSG00000102621	6.73541791588276	16.9500318353424	-1.33144861380986	10.2146139194597	0.913568876538309	-10.3010238779859	1834	0.412213740458015	1	194351981	194353814	TEC	Gm37674
ENSMUSG00000102508	1.97808680145545	6.34689772965876	-1.681945860894	4.36881092820331	0.913505359269551	-4.68139410916952	2602	0.410837817063797	1	158362377	158364978	TEC	Gm37367
ENSMUSG00000022022	8.10548323997965	20.129479891485	-1.31233979086216	12.0239966515053	0.913470954082308	-12.0954012418808	2413	0.455864069622876	14	79635212	79661027	protein_coding	Mtrf1
ENSMUSG00000036198	27.0814596413234	11.0746855547967	1.29003976293641	16.0067740865267	0.913402143707821	16.0586742680416	3421	0.507453960830167	X	48552822	48589121	protein_coding	Arhgap36
ENSMUSG00000025545	19.9605944607809	8.07298088279554	1.30598130680543	11.8876135779854	0.913386264390631	11.9591364133547	1444	0.480609418282548	14	122419116	122639646	protein_coding	Clybl
ENSMUSG00000047617	15.4459281296224	6.11269752871241	1.33734547771476	9.33323060090999	0.913312160910414	9.42855696151467	2066	0.552274927395934	2	25345153	25351106	protein_coding	Paxx
ENSMUSG00000028868	7.73116482253731	2.63896259069544	1.55071489589628	5.09220223184187	0.913203652242954	5.32308559562308	6258	0.539789069990412	4	132857816	132927067	protein_coding	Wasf2
ENSMUSG00000116223	4.02369917189869	10.7587152394606	-1.4189114550602	6.73501606756195	0.913201005690089	-6.88285922764797	1535	0.474267100977199	15	98832206	98838434	lncRNA	Gm41396
ENSMUSG00000026784	6.54277354752594	16.4652321959841	-1.33144861380986	9.92245864845819	0.91316395394998	-10.0113905648306	4248	0.417372881355932	2	22785534	22830278	protein_coding	Pdss1
ENSMUSG00000031093	8.6897096293548	21.3424335510067	-1.29634481285395	12.6527239216519	0.913071324599709	-12.7189595687444	9240	0.412121212121212	X	35152485	35340215	protein_coding	Dock11
ENSMUSG00000091971	6.93897115926805	2.29192480517069	1.59816205829874	4.64704635409736	0.913060738388249	4.91417966518474	2967	0.58948432760364	17	35188166	35191132	protein_coding	Hspa1a
ENSMUSG00000041272	16.0991152852954	6.38355039796993	1.3345504590022	9.71556488732543	0.912931057297869	9.80679488963921	7609	0.452621895124195	4	6686353	6991557	protein_coding	Tox
ENSMUSG00000110442	6.89261034759259	17.2513451741912	-1.32358649603689	10.3587348265986	0.912886065899166	-10.4429530507553	3435	0.434643377001456	8	95000054	95003488	TEC	Gm45804
ENSMUSG00000020287	4.66410935903946	12.1690002343987	-1.38353712495832	7.50489087535926	0.912875479687707	-7.63135387904326	3752	0.514925373134328	11	32176505	32182700	protein_coding	Mpg
ENSMUSG00000049489	42.0505053708094	17.4606792405126	1.26801345660641	24.5898261302969	0.912804022760355	24.6224979895291	1224	0.533496732026144	11	78641332	78642555	protein_coding	Ccnq
ENSMUSG00000097911	0.46218267885393	3.70740327591696	-3.00387395578136	3.24522059706303	0.912798729654625	-4.42207139990114	8909	0.391401953081154	3	133536429	133946402	lncRNA	Gm26691
ENSMUSG00000032834	7.97569502694278	2.75979744194052	1.5310478624402	5.21589758500226	0.912753738255922	5.43596313217033	3872	0.541322314049587	10	78006743	78020983	protein_coding	Pwp2
ENSMUSG00000025785	7.53258612090575	18.7407365955954	-1.31496049102129	11.2081504746897	0.912692867540029	-11.2850236223162	6013	0.466489273241311	9	122942280	122965194	protein_coding	Exosc7
ENSMUSG00000020441	24.0326001123132	9.82788567651349	1.29003976293641	14.2047144357997	0.91255789334392	14.263173377358	1285	0.578210116731517	11	59099147	59101564	protein_coding	2310033P09Rik
ENSMUSG00000060098	18.4871185081658	7.45438185787167	1.310359747316	11.0327366502941	0.912510255392351	11.1102799542644	6125	0.522448979591837	8	106937568	106979426	protein_coding	Prmt7
ENSMUSG00000040599	29.8226721007443	12.2927241369951	1.27860486787412	17.5299479637491	0.912486436416567	17.5765157531265	3003	0.455544455544456	11	70910437	70918197	protein_coding	Mis12
ENSMUSG00000036615	59.68846043357	25.131143878081	1.24797570336986	34.557316555489	0.91241762604208	34.5798434188542	2242	0.497323818019625	3	54710536	54715212	protein_coding	Rfxap
ENSMUSG00000048100	2.9364714241828	8.31350709610229	-1.50137361525218	5.37703567191949	0.91241762604208	-5.58270860332779	3155	0.421870047543582	3	108479014	108490538	protein_coding	Taf13
ENSMUSG00000024787	8.08073906960029	19.9119445614758	-1.30107496476634	11.8312054918755	0.912401746724891	-11.9025299602617	2293	0.47274313126908	19	6169429	6178334	protein_coding	Snx15
ENSMUSG00000039463	5.77231610174251	14.6331469862715	-1.34201785552005	8.86083088452903	0.912314410480349	-8.96188238534507	9095	0.511599780098955	2	167263632	167318920	protein_coding	Slc9a8
ENSMUSG00000030401	9.42958508223586	23.0944183756541	-1.29227801652919	13.6648332934182	0.912250893211592	-13.7258023958134	4585	0.517557251908397	7	19016549	19030085	protein_coding	Rtn2
ENSMUSG00000117768	43.4387085118046	18.1133712381729	1.26192612672749	25.3253372736316	0.912221781130078	25.3567577890493	1019	0.462217860647694	19	53379208	53380226	lncRNA	8030456M14Rik
ENSMUSG00000110366	10.7228788695564	4.0477029148461	1.40551698035634	6.67517595471031	0.912158263861321	6.82154322777571	1440	0.429861111111111	7	105049521	105051099	lncRNA	Gm45885
ENSMUSG00000097557	12.8297201723725	4.98544054027965	1.36369680466172	7.84427963209282	0.911898901680561	7.96193393099383	1364	0.452346041055719	19	15962439	15988060	lncRNA	C130060C02Rik
ENSMUSG00000036403	6.0148368951101	15.1366519687066	-1.33144861380986	9.12181507359651	0.911819505094614	-9.21847414966863	7188	0.449081803005008	5	76736545	76794313	protein_coding	Cep135
ENSMUSG00000105293	13.3798754036058	32.2383417996592	-1.2687128584619	18.8584663960534	0.911766574037316	-18.9010948658617	3616	0.339878318584071	3	56071375	56074990	TEC	Gm42843
ENSMUSG00000106940	4.7364863718286	12.217606344198	-1.36707252354058	7.48111997236945	0.911721582638613	-7.60500120483913	3260	0.461656441717791	5	121319800	121323059	TEC	Gm42930
ENSMUSG00000004040	8.9681850354388	3.26297453406298	1.45862831681591	5.70521050137582	0.911321953156014	5.88872001640646	9527	0.453238165214653	11	100775924	100830366	protein_coding	Stat3
ENSMUSG00000023206	0.9261325879239	4.36998965165571	-2.23833920941838	3.44385706373181	0.911245203122932	-4.10734876676369	4446	0.470760233918129	2	11710101	11739128	protein_coding	Il15ra
ENSMUSG00000055553	5.83411041769316	14.6818443258901	-1.33144861380986	8.84773390819698	0.911231970358608	-8.94735439789186	3176	0.513853904282116	8	70960922	70980606	protein_coding	Kxd1
ENSMUSG00000102277	3.40521459304471	9.31922338317196	-1.45246401477123	5.91400879012726	0.911139341008337	-6.0897579331126	3023	0.410519351637446	1	137854989	137858011	TEC	A130050O07Rik
ENSMUSG00000046159	3.62173679393941	9.78750488924884	-1.43425941939364	6.16576809530943	0.911025539235146	-6.33038674073355	6253	0.438989285143131	13	9925522	10410883	protein_coding	Chrm3
ENSMUSG00000042099	5.36801788807241	1.48995199319488	1.84912363183196	3.87806589487753	0.911012306470822	4.29635348764643	3260	0.580061349693252	17	34029493	34041892	protein_coding	Kank3
ENSMUSG00000121500	2.09775097535427	6.50460555748194	-1.63261814853043	4.40685458212768	0.910980547836443	-4.69955416257017	3435	0.53216885007278	11	3073994	3081950	lncRNA	
ENSMUSG00000040746	16.2888377515499	38.7042290586019	-1.24860754487221	22.4153913070519	0.910962021966389	-22.4501400496605	3539	0.500706414241311	11	70538061	70542247	protein_coding	Rnf167
ENSMUSG00000097073	1.09306755665242	4.64191043061724	-2.08633611597333	3.54884287396482	0.91093026333201	-4.11668363284156	3767	0.415715423413857	9	88477378	88481569	lncRNA	9430037G07Rik
ENSMUSG00000113601	36.9325415720905	15.5728417487209	1.24586031436786	21.3596998233696	0.910779409818711	21.396003002135	1310	0.355725190839695	13	62829006	62830315	TEC	Gm48735
ENSMUSG00000018167	6.65620369524334	2.18487196977917	1.60715084152599	4.47133172546416	0.910718539102819	4.75139360888572	3557	0.570424515040765	11	98249194	98271938	protein_coding	Stard3
ENSMUSG00000022865	11.8241475102135	28.3557998791381	-1.26190768055679	16.5316523689245	0.910456530369194	-16.5797449027787	7400	0.418108108108108	16	78098377	78156662	protein_coding	Cxadr
ENSMUSG00000036450	5.29813451865457	13.3820514169299	-1.33674291347938	8.08391689827531	0.910371840677518	-8.19369233221253	6606	0.510445049954587	19	44551289	44564713	protein_coding	Hif1an
ENSMUSG00000121084	19.0511358077251	7.79076686879693	1.29003976293641	11.2603689389282	0.910337435490274	11.3340244940064	1621	0.481184454040716	8	117882952	117884572	lncRNA	
ENSMUSG00000073542	18.7459355059228	7.69159698783107	1.28522274663863	11.0543385180918	0.910120418155353	11.1288003657647	3789	0.440749538136712	18	67750870	67774406	protein_coding	Cep76
ENSMUSG00000027358	3.18519271061929	8.74440460928778	-1.45697949589372	5.55921189866849	0.909908693926161	-5.7469666943312	3555	0.524613220815752	2	133394079	133404805	protein_coding	Bmp2
ENSMUSG00000046182	12.5952143336518	29.9631130887409	-1.25031185108446	17.3678987550892	0.909866349080323	-17.4128454565011	3923	0.567167983685955	7	125477592	125681583	protein_coding	Gsg1l
ENSMUSG00000032397	29.7417892240666	12.4744616316284	1.25351388691129	17.2673275924381	0.90982135768162	17.3127669437688	1869	0.411449973247726	9	64188863	64212706	protein_coding	Tipin
ENSMUSG00000000934	6.55024612295957	16.1670366055527	-1.30343423764027	9.61679048259314	0.909784305941511	-9.70472050076388	2043	0.556534508076358	15	75528884	75550649	protein_coding	Top1mt
ENSMUSG00000020153	109.650486600912	46.9326205260386	1.2242492924061	62.7178660748735	0.909641392086807	62.729813576287	1718	0.555296856810245	10	80084955	80092628	protein_coding	Ndufs7
ENSMUSG00000035805	9.18775768901656	22.1966143420336	-1.27255492475629	13.008856653017	0.909392616117507	-13.0709505184308	2801	0.491253123884327	15	88840087	88863210	protein_coding	Mlc1
ENSMUSG00000042857	8.65318643983601	3.14079760608815	1.46210050872271	5.51238883374787	0.909358210930263	5.70299645379825	3093	0.457161332040091	13	94492347	94495439	lncRNA	Gm9776
ENSMUSG00000092051	3.28880629864989	8.96615768144823	-1.4469258312298	5.67735138279834	0.909210003969829	-5.85883205808481	2817	0.440539581114661	10	20391073	20395514	transcribed_processed_pseudogene	Gm17229
ENSMUSG00000039176	3.83316466757555	10.1286775601437	-1.40183794170126	6.2955128925681	0.909114728066693	-6.44970016320793	10742	0.511729659281326	7	79095979	79116110	protein_coding	Polg
ENSMUSG00000035342	7.13273538994883	2.42323677828924	1.55752007380139	4.70949861165959	0.908871245203123	4.96036752202071	3608	0.61280487804878	19	45002853	45015550	protein_coding	Lzts2
ENSMUSG00000112343	0.374008612623501	3.52954595941527	-3.23833920941838	3.15553734679177	0.90883154691015	-4.52153257007556	8257	0.420976141455735	12	56535106	56576373	lncRNA	Sfta3-ps
ENSMUSG00000108268	8.53827990857369	20.647691385218	-1.2739631191491	12.1094114766444	0.908688633055445	-12.1762403203796	1929	0.429756350440643	6	88017521	88019449	TEC	Gm44187
ENSMUSG00000021481	5.1765622128893	13.027089840884	-1.33144861380986	7.8505276279947	0.908640995103877	-7.96263395172252	4176	0.519875478927203	13	55253124	55282638	protein_coding	Zfp346
ENSMUSG00000073627	2.39877979993184	7.09306957891316	-1.56410937060014	4.69428977898132	0.90856689162366	-4.94800916048542	6437	0.473357153953705	1	86287296	86301513	lncRNA	C130036L24Rik
ENSMUSG00000022194	6.10515146181004	15.0438513606142	-1.30107496476634	8.93869989880413	0.908479555379119	-9.03289277833091	3035	0.515321252059308	14	55129957	55135626	protein_coding	Pabpn1
ENSMUSG00000041632	20.1649551985542	8.35455164459396	1.27121588864475	11.8104035539603	0.90843721053328	11.8786203720357	2093	0.512183468705208	13	99481294	99552070	protein_coding	Mrps27
ENSMUSG00000063446	17.699387405045	41.4235346443672	-1.22675123514317	23.7241472393223	0.908389572581712	-23.7558430880903	7270	0.399724896836314	4	49059273	49340259	protein_coding	Plppr1
ENSMUSG00000065304	396.508231976486	172.701991033434	1.19906610288892	223.806240943052	0.908185788011115	223.809452983065	135	0.437037037037037	5	129866603	129866737	snoRNA	Gm23245
ENSMUSG00000116029	12.2265469409195	4.8386333694712	1.33734547771476	7.38791357144829	0.90807463279079	7.50797974597388	2610	0.506896551724138	16	5124665	5270122	lncRNA	Gm41414
ENSMUSG00000102465	8.62381768900376	20.6171742995791	-1.25744803236609	11.9933566105754	0.907878787878788	-12.0590952538958	3581	0.403518570231779	1	25774470	25778050	TEC	Gm38198
ENSMUSG00000050891	6.46553914999846	15.8381319453019	-1.29255960041627	9.37259279530339	0.907878787878788	-9.46130044059491	7483	0.415475076840839	15	58762004	58805587	protein_coding	Tatdn1
ENSMUSG00000048385	11.2810561257799	26.6150328647415	-1.23833920941838	15.3339767389616	0.907841736138679	-15.3838982910249	4380	0.623287671232877	15	76400403	76406699	protein_coding	Scrt1
ENSMUSG00000096472	8.5020030681108	20.36709471765	-1.26036551574838	11.8650916495392	0.907794098187111	-11.9318448315947	1574	0.544472681067344	9	21199706	21202703	protein_coding	Cdkn2d
