control_mean	morphine_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	gene	mgi_symbol
ENSMUSG00000049295	2.82112212703131	9.47737728357311	-1.7482187491138	6.6562551565418	0.939746828565996	-6.88200563090022	4519	0.549457844655897	14	52243534	52258190	protein_coding	ENSMUSG00000049295	Zfp219
ENSMUSG00000047307	12.6878549205601	4.12285983292904	1.62173086063651	8.5649950876311	0.939651753456659	8.71717567997145	3710	0.463342318059299	18	37575553	37579262	protein_coding	ENSMUSG00000047307	Pcdhb13
ENSMUSG00000079108	3.50045329271128	11.1995679884069	-1.6778294212224	7.69911469569563	0.939567544074104	-7.8798146338728	3642	0.429708951125755	12	55276953	55310621	protein_coding	ENSMUSG00000079108	Srp54c
ENSMUSG00000109638	3.07901241204069	10.1385100165068	-1.71930605719856	7.05949760446613	0.939342080243392	-7.26584611354952	1911	0.445316588173731	7	141604902	141606812	TEC	ENSMUSG00000109638	Gm45630
ENSMUSG00000062012	11.0935006022054	3.46059049325039	1.68062454969007	7.63291010895505	0.939323065221525	7.81574152645858	2652	0.497737556561086	17	23794818	23818461	protein_coding	ENSMUSG00000062012	Zfp13
ENSMUSG00000105050	5.03680253330745	15.188443397529	-1.59239394471634	10.1516408642216	0.939252437997447	-10.2757739714001	1947	0.337442218798151	5	57955845	57957791	TEC	ENSMUSG00000105050	Gm42482
ENSMUSG00000049907	11.7988439537756	3.77499552186747	1.64409867366496	8.02384843190809	0.93923885583897	8.19055578742864	2161	0.532161036557149	5	74355947	74360142	protein_coding	ENSMUSG00000049907	Rasl11b
ENSMUSG00000002210	3.44371985198663	11.0180514894052	-1.6778294212224	7.57433163741855	0.939092168527422	-7.75793859993227	3702	0.589141004862237	7	24099044	24122203	protein_coding	ENSMUSG00000002210	Smg9
ENSMUSG00000050052	3.13311646400946	10.2080662984428	-1.70403930054525	7.07494983443338	0.938687420204819	-7.27727044279321	4695	0.496911608093717	8	14002008	14025032	protein_coding	ENSMUSG00000050052	Tdrp
ENSMUSG00000026709	19.0658731042793	6.4775326191274	1.55747631891721	12.5883404851519	0.93865210659278	12.6843229481949	5195	0.424446583253128	1	160868171	160898228	protein_coding	ENSMUSG00000026709	Dars2
ENSMUSG00000109390	1.29238989619789	5.91298224501262	-2.19384456822607	4.62059234881473	0.938649390161084	-5.11496115757102	3794	0.450184501845018	7	80560121	80563914	TEC	ENSMUSG00000109390	Gm45718
ENSMUSG00000102621	6.41656785104664	18.904308954041	-1.55884138500532	12.4877411029944	0.938573330073615	-12.5846598809432	1834	0.412213740458015	1	194351981	194353814	TEC	ENSMUSG00000102621	Gm37674
ENSMUSG00000028573	1.84587953209866	7.15409775481219	-1.95446143045692	5.30821822271353	0.938358731969685	-5.65659793366045	5844	0.43668720054757	4	95445744	95815176	protein_coding	ENSMUSG00000028573	Fggy
ENSMUSG00000032353	13.0893176055246	4.29808499618314	1.6066239682463	8.79123260934146	0.938149566729145	8.93683452721891	2847	0.507903055848261	9	89581259	89587121	protein_coding	ENSMUSG00000032353	Tmed3
ENSMUSG00000072676	33.2105466840956	11.5110546107392	1.52862145624502	21.6994920733564	0.93811153668541	21.7532673361532	2569	0.47450369793694	14	25923724	25928096	protein_coding	ENSMUSG00000072676	Tmem254
ENSMUSG00000109648	2.48899861227147	8.54080760313879	-1.77880706894722	6.05180899086731	0.938008312280988	-6.30781631394566	3940	0.405583756345178	8	29598865	29602804	TEC	ENSMUSG00000109648	Svet1
ENSMUSG00000007610	6.3999251466137	1.53572389359104	2.0591361729438	4.86420125302266	0.937962132942167	5.28209197275406	3984	0.556726907630522	8	71940747	71952227	protein_coding	ENSMUSG00000007610	Gtpbp3
ENSMUSG00000034487	8.61650041282778	2.51990279739156	1.77373395408156	6.09659761543622	0.937801863472143	6.34938064888257	3642	0.451125755079627	9	53295325	53313167	protein_coding	ENSMUSG00000034487	Poglut3
ENSMUSG00000021615	16.5267617326566	5.56695354923388	1.56984411897154	10.9598081834227	0.937712221226197	11.0716668110673	4213	0.391882269166864	13	89922146	90237727	protein_coding	ENSMUSG00000021615	Xrcc4
ENSMUSG00000032528	7.27045077398333	1.93395298599809	1.91049209158867	5.33649778798524	0.93757096677804	5.66817331008802	5800	0.546896551724138	9	121471782	121502020	protein_coding	ENSMUSG00000032528	Vipr1
ENSMUSG00000028251	4.9403801170527	14.7692539690947	-1.57990300053315	9.82887385204197	0.937388965854454	-9.95504167195939	1588	0.455919395465995	4	21757382	21767212	protein_coding	ENSMUSG00000028251	Tstd3
ENSMUSG00000070858	51.3053675085555	18.2909536384655	1.48797947174768	33.0144138700901	0.937160785592046	33.0479289229134	669	0.684603886397608	5	34140777	34142357	protein_coding	ENSMUSG00000070858	Gm1673
ENSMUSG00000049562	1.21182014610437	5.67036514556691	-2.22626604591844	4.45854499946254	0.937035829734061	-4.98346104825168	3237	0.618473895582329	19	5618053	5621289	protein_coding	ENSMUSG00000049562	Ap5b1
ENSMUSG00000046010	36.3666007170727	12.8186130150151	1.50437390999835	23.5479877020577	0.936799500176568	23.5959925766504	1591	0.48585795097423	11	82655171	82656761	protein_coding	ENSMUSG00000046010	Zfp830
ENSMUSG00000047606	4.28940602836506	0.371686045323291	3.52862145624502	3.91771998304177	0.936644663569935	5.27254200997939	5487	0.417714598141061	9	89607298	89620528	protein_coding	ENSMUSG00000047606	Ankrd34c
ENSMUSG00000115249	4.26524640411866	0.354808860593058	3.58751514529859	3.9104375435256	0.936465379078043	5.30676800883186	5748	0.43597773138483	15	37960715	37966462	lncRNA	ENSMUSG00000115249	Gm49085
ENSMUSG00000048406	12.6835038043322	4.19638133886605	1.59573565210356	8.48712246546619	0.936419199739223	8.63583348700143	1701	0.548500881834215	4	141273500	141275203	pseudogene	ENSMUSG00000048406	B330016D10Rik
ENSMUSG00000050914	12.1069809041353	3.97551916313625	1.6066239682463	8.13146174099907	0.936239915247331	8.28866156992039	1539	0.378817413905133	8	46449939	46458744	protein_coding	ENSMUSG00000050914	Ankrd37
ENSMUSG00000023094	4.98522743111455	14.810757666586	-1.57091421730589	9.8255302354715	0.936087795072393	-9.95031737615934	1377	0.519244734931009	2	19376251	19399787	protein_coding	ENSMUSG00000023094	Msrb2
ENSMUSG00000105864	4.32737434711792	0.428544091340386	3.33597637830263	3.89883025577753	0.936030750006791	5.13123920315156	4759	0.380752258877916	5	5220394	5225152	lncRNA	ENSMUSG00000105864	Gm10484
ENSMUSG00000090000	45.9122700357241	16.6287956999884	1.46519607610339	29.2834743357357	0.936011734984924	29.3201069014614	1901	0.402945817990531	18	77017713	77029308	protein_coding	ENSMUSG00000090000	Ier3ip1
ENSMUSG00000075227	9.18656162280994	26.2691506294823	-1.51577266311343	17.0825890066724	0.935919376307283	-17.1497059431678	1281	0.651834504293521	19	6111222	6112502	protein_coding	ENSMUSG00000075227	Znhit2
ENSMUSG00000030101	9.79225415858699	27.8514014323154	-1.50803701433382	18.0591472737284	0.93585689837829	-18.1220025353384	3405	0.488693098384728	6	108083989	108162543	protein_coding	ENSMUSG00000030101	Sumf1
ENSMUSG00000034853	0.809664343820146	4.88307452030862	-2.59239394471634	4.07341017648848	0.935848749083204	-4.82837206836029	6056	0.509081902245707	4	106601752	106662195	protein_coding	ENSMUSG00000034853	Acot11
ENSMUSG00000042210	22.3301431476652	7.73981529673206	1.52862145624502	14.5903278509331	0.935832450493032	14.6701857641342	2108	0.504743833017078	9	106317253	106324877	protein_coding	ENSMUSG00000042210	Abhd14a
ENSMUSG00000053730	14.5855754199426	4.90679235292605	1.57169017813691	9.67878306701651	0.935799853312688	9.80556228241999	2286	0.510936132983377	4	129570148	129590631	protein_coding	ENSMUSG00000053730	Tmem39b
ENSMUSG00000110504	5.61547110129337	16.4556692481405	-1.55110573622571	10.8401981468471	0.935691196044875	-10.9506084245516	1921	0.381572097865695	8	95337405	95339325	TEC	ENSMUSG00000110504	Gm45797
ENSMUSG00000064288	34.5747435435403	94.7817285095802	-1.45489042096641	60.2069849660399	0.935001222394263	-60.2245609767143	312	0.653846153846154	13	21934364	21934675	protein_coding	ENSMUSG00000064288	H4c12
ENSMUSG00000003531	11.4985899039275	3.75776459590919	1.61351035383154	7.74082530801832	0.935001222394263	7.9071987524773	2985	0.568174204355109	16	17870724	17889496	protein_coding	ENSMUSG00000003531	Dgcr6
ENSMUSG00000001542	1.39695933509254	6.01788752441779	-2.1069671175461	4.62092818932526	0.934925162306794	-5.07861081057816	9828	0.404863654863655	13	75854876	75920483	protein_coding	ENSMUSG00000001542	Ell2
ENSMUSG00000084910	4.08989299310225	12.2857911487283	-1.58685576117491	8.19589815562606	0.934917013011708	-8.34810504151503	4316	0.411723818350324	4	72119481	72133589	lncRNA	ENSMUSG00000084910	C630043F03Rik
ENSMUSG00000104661	2.36957479207619	8.09581474039432	-1.77254807847554	5.72623994831812	0.934862684377801	-5.99430985487251	2897	0.37866758715913	5	49241216	49244112	TEC	ENSMUSG00000104661	Gm42768
ENSMUSG00000046999	23.5846617923071	8.30649106758473	1.50553784313198	15.2781707247223	0.934838236492543	15.3521706898687	2578	0.529868114817688	3	68776919	68779496	protein_coding	ENSMUSG00000046999	1110032F04Rik
ENSMUSG00000102681	3.9135302423743	11.8690466534938	-1.60066156069994	7.95551641111945	0.934797490017114	-8.11494662949137	3007	0.338543398736282	1	123298901	123301907	TEC	ENSMUSG00000102681	Gm37221
ENSMUSG00000051238	9.07035511697189	2.77399528113289	1.70919370188685	6.29635983583901	0.934789340722028	6.52422334787339	1838	0.534820457018498	9	21867051	21869560	protein_coding	ENSMUSG00000051238	Swsap1
ENSMUSG00000046711	3.23042737536223	10.0772395163451	-1.64130354519729	6.84681214098292	0.934631787683699	-7.04078928965981	2125	0.621647058823529	17	27775471	27782648	protein_coding	ENSMUSG00000046711	Hmga1
ENSMUSG00000113688	1.9778126787932	7.19802822596082	-1.86369596653374	5.22021554716762	0.934580175481488	-5.54292459037327	2975	0.376806722689076	13	18126523	18129497	TEC	ENSMUSG00000113688	A930027P06Rik
ENSMUSG00000028433	31.245692283413	11.2547262105906	1.47312634365332	19.9909660728224	0.93456116045962	20.0451696363264	4802	0.451478550603915	4	41194313	41275144	protein_coding	ENSMUSG00000028433	Ubap2
ENSMUSG00000021534	3.22233993395935	10.0520109398686	-1.64130354519729	6.82967100590927	0.934525846847581	-7.02412153770384	1826	0.464950711938664	13	68745540	68762350	protein_coding	ENSMUSG00000021534	1700001L19Rik
ENSMUSG00000041774	8.94063963442671	2.73432427246456	1.70919370188684	6.20631536196215	0.934194442180751	6.43736696815531	5594	0.505899177690383	16	16962485	16978565	protein_coding	ENSMUSG00000041774	Ydjc
ENSMUSG00000026248	7.15814199441578	20.4688454722426	-1.51577266311343	13.3107034778268	0.934107516366501	-13.396730714651	1644	0.503649635036496	1	79753735	79759162	protein_coding	ENSMUSG00000026248	Mrpl44
ENSMUSG00000073415	12.4811966775359	4.17158454004547	1.58108887613916	8.30961213749039	0.933871186809008	8.4586935108076	2200	0.437727272727273	17	35195875	35200764	lncRNA	ENSMUSG00000073415	Gm10501
ENSMUSG00000027132	21.3030263847634	7.55162181198062	1.49619997855265	13.7514045727828	0.933746230951023	13.8325609378803	4051	0.36114539619847	2	112209556	112244585	protein_coding	ENSMUSG00000027132	Katnbl1
ENSMUSG00000034880	9.69356296443125	26.8789631721766	-1.47137854375498	17.1854002077453	0.933716350202374	-17.2482733953111	607	0.583196046128501	8	71917603	71918391	protein_coding	ENSMUSG00000034880	Mrpl34
ENSMUSG00000106062	5.56863228077234	1.21903247500831	2.19158646896745	4.34959980576404	0.933634857251514	4.87053074328289	3346	0.427375971309026	3	37698756	37702101	TEC	ENSMUSG00000106062	Gm43820
ENSMUSG00000021556	6.42841278115142	1.61348206541843	1.99428502859384	4.81493071573298	0.933482737076576	5.21159577985308	4424	0.479656419529837	13	59782440	59823625	protein_coding	ENSMUSG00000021556	Golm1
ENSMUSG00000058486	2.10805127522563	7.45281655668772	-1.82187579083911	5.3447652814621	0.9334691549181	-5.64674661297709	4652	0.51676698194325	6	34857361	34887811	protein_coding	ENSMUSG00000058486	Wdr91
ENSMUSG00000036820	1.60808765220272	6.40983200407825	-1.99494049981199	4.80174435187553	0.933344199060115	-5.19966695265751	3659	0.535118884941241	17	24374807	24382740	protein_coding	ENSMUSG00000036820	Amdhd2
ENSMUSG00000035356	1.3680068100129	5.89316446691691	-2.1069671175461	4.52515765690401	0.933327900469943	-4.99162921842733	5018	0.418094858509366	16	55631738	55659262	protein_coding	ENSMUSG00000035356	Nfkbiz
ENSMUSG00000025893	51.2162608281957	18.7705430692685	1.44813153838466	32.4457177589272	0.933322467606552	32.4780185024337	2336	0.384417808219178	9	4309833	4331732	protein_coding	ENSMUSG00000025893	Kbtbd3
ENSMUSG00000060176	2.44461186808332	8.21251542559288	-1.7482187491138	5.76790355750957	0.933314318311466	-6.02702084312677	5215	0.475551294343241	13	58435316	58506936	protein_coding	ENSMUSG00000060176	Kif27
ENSMUSG00000020482	8.43395555866366	23.5878445720246	-1.48376226821081	15.153889013361	0.933292586857904	-15.2263555290762	3372	0.466488730723606	11	5478887	5492187	protein_coding	ENSMUSG00000020482	Ccdc117
ENSMUSG00000039242	4.33443294247497	12.8772933271596	-1.57091421730589	8.54286038468461	0.933287153994513	-8.68609434845993	6335	0.44214680347277	13	14129054	14173688	protein_coding	ENSMUSG00000039242	B3galnt2
ENSMUSG00000006522	4.85211054376836	0.840891147892619	2.52862145624502	4.01121939587574	0.933257273245864	4.74170934482835	3638	0.487905442550852	14	30630529	30645717	protein_coding	ENSMUSG00000006522	Itih3
ENSMUSG00000030421	49.3937132721121	18.0456965007866	1.45267260301173	31.3480167713255	0.933200228180262	31.3816572727899	3673	0.441873128233052	7	37659417	37722976	protein_coding	ENSMUSG00000030421	Uri1
ENSMUSG00000097251	5.48777533987108	15.9777160770255	-1.54176787164637	10.4899407371544	0.933086138049059	-10.6026366927785	1787	0.517627308337997	1	92836100	92838486	lncRNA	ENSMUSG00000097251	5033417F24Rik
ENSMUSG00000084880	6.66212943773751	1.73186254304424	1.94365895552387	4.93026689469327	0.932963898622769	5.29956052784535	2944	0.569972826086957	17	47998535	48002008	lncRNA	ENSMUSG00000084880	Tomm6os
ENSMUSG00000044033	1.00435140725608	5.13472042803811	-2.35402159311682	4.13036902078202	0.932939450737511	-4.75408938795813	11717	0.404369719211402	2	76840246	77000980	protein_coding	ENSMUSG00000044033	Ccdc141
ENSMUSG00000027489	3.07901241204069	9.60490422616436	-1.64130354519729	6.52589181412366	0.932866107081737	-6.7291263398099	2548	0.553767660910518	2	154386319	154400810	protein_coding	ENSMUSG00000027489	Necab3
ENSMUSG00000055866	22.2726272678022	8.0101008548232	1.47537943496804	14.262526412979	0.932857957786651	14.3386332737137	5856	0.525102459016393	1	91343704	91387046	protein_coding	ENSMUSG00000055866	Per2
ENSMUSG00000002068	4.42073081848968	13.0242308871943	-1.55884138500532	8.60350006870464	0.932844375628175	-8.74358049633021	2662	0.53794139744553	7	37797409	37806959	protein_coding	ENSMUSG00000002068	Ccne1
ENSMUSG00000027820	9.09124965310525	2.82715831667149	1.68512594192501	6.26409133643376	0.932790046994268	6.48679348456024	11542	0.39516548258534	3	63148958	63293451	protein_coding	ENSMUSG00000027820	Mme
ENSMUSG00000091460	43.0783274030861	15.8096227185186	1.44615929605305	27.2687046845676	0.93271941977019	27.3070253210363	387	0.547803617571059	9	19839192	19839578	processed_pseudogene	ENSMUSG00000091460	Gm7808
ENSMUSG00000022003	5.36351702709999	15.6159366821508	-1.54176787164637	10.2524196550508	0.932689539021541	-10.3676977653341	4571	0.447166921898928	14	75997557	76024477	protein_coding	ENSMUSG00000022003	Slc25a30
ENSMUSG00000112295	2.03578237622916	7.25779832985373	-1.83394862313968	5.22201595362457	0.932599896775596	-5.53469223825729	3372	0.345788849347568	10	49065090	49068461	TEC	ENSMUSG00000112295	Gm47017
ENSMUSG00000104284	2.34188764951632	7.91424993998677	-1.75678076261722	5.57236229047045	0.932477657349306	-5.84273053838349	3350	0.421791044776119	2	4095951	4099300	lncRNA	ENSMUSG00000104284	Gm10862
ENSMUSG00000027099	7.20488904417522	20.2556758013999	-1.49127810119268	13.0507867572247	0.93242876157879	-13.1357125942085	3675	0.412517006802721	2	74656147	74708775	protein_coding	ENSMUSG00000027099	Mtx2
ENSMUSG00000029089	3.57868685306308	10.8352845195986	-1.5982348233054	7.25659766653556	0.932206014179773	-7.4305157455183	9317	0.410539873349791	5	48485294	48571636	protein_coding	ENSMUSG00000029089	5730480H06Rik
ENSMUSG00000040957	17.3704742953835	6.10929286348589	1.50755984071719	11.2611814318976	0.932029446119577	11.3616435393591	3839	0.591820786663193	18	11972277	12078687	protein_coding	ENSMUSG00000040957	Cables1
ENSMUSG00000019782	128.631945770982	47.7695502191341	1.42908578269411	80.8623955518477	0.931999565370929	80.8750227236925	1601	0.462835727670206	10	33872551	33895620	protein_coding	ENSMUSG00000019782	Rwdd1
ENSMUSG00000104960	12.5433953320751	34.3859294127779	-1.45489042096641	21.8425340807029	0.931899057398202	-21.8909342240957	860	0.47093023255814	3	123301194	123302053	lncRNA	ENSMUSG00000104960	Snhg8
ENSMUSG00000078485	6.55087143109526	1.70294032288652	1.94365895552387	4.84793110820874	0.931850161627686	5.22304950822086	5988	0.542919171676687	4	156305913	156314174	protein_coding	ENSMUSG00000078485	Plekhn1
ENSMUSG00000103906	6.53640793657962	1.69918044631443	1.94365895552387	4.83722749026519	0.931692608589357	5.21311614372492	4801	0.5663403457613	15	75781584	75786384	protein_coding	ENSMUSG00000103906	Tigd5
ENSMUSG00000115543	9.67960965561961	3.14534443351157	1.62173086063651	6.53426522210804	0.931660011409013	6.73250569826654	1621	0.476249228871067	15	27503998	27505618	TEC	ENSMUSG00000115543	B230362B09Rik
ENSMUSG00000073485	9.34273920624634	3.01494283446125	1.63171494920913	6.32779637178509	0.931089560752995	6.53479154971673	3044	0.503942181340342	1	180641341	180644424	lncRNA	ENSMUSG00000073485	H3f3aos
ENSMUSG00000011257	18.9947616966295	6.83696497747706	1.47417367222265	12.1577967191524	0.931029799255698	12.2468448622536	4027	0.522473305189968	4	123156144	123192718	protein_coding	ENSMUSG00000011257	Pabpc4
ENSMUSG00000052102	4.09463654795391	12.063501260164	-1.55884138500532	7.96886471221007	0.930945589873143	-8.11990093936571	4311	0.488285780561355	18	38460588	38472056	protein_coding	ENSMUSG00000052102	Gnpda1
ENSMUSG00000050164	6.71995513865894	18.6335434507894	-1.47137854375498	11.9135883121305	0.930790753266509	-12.0041051848921	2189	0.55459113750571	15	81119700	81123165	protein_coding	ENSMUSG00000050164	Mchr1
ENSMUSG00000002458	14.5120896667057	5.030012250578	1.52862145624502	9.4820774161277	0.930747290359384	9.60450288572665	2230	0.540807174887892	2	181330212	181335770	protein_coding	ENSMUSG00000002458	Rgs19
ENSMUSG00000010607	10.0969416034488	27.5600179822824	-1.44865846725489	17.4630763788336	0.930747290359384	-17.5230604623658	777	0.593307593307593	9	22068142	22069654	protein_coding	ENSMUSG00000010607	Pigyl
ENSMUSG00000028741	23.6621691129079	8.59205462948215	1.46150726038649	15.0701144834258	0.930722842474126	15.1408174817518	2611	0.53159708923784	4	139074746	139079887	protein_coding	ENSMUSG00000028741	Mrto4
ENSMUSG00000037060	9.44082265448819	3.06775170079558	1.62173086063651	6.37307095369262	0.93067394670361	6.57617247075693	1662	0.569193742478941	7	105129290	105131507	protein_coding	ENSMUSG00000037060	Cavin3
ENSMUSG00000109320	9.77967611547932	26.6501962057009	-1.44628756279215	16.8705200902216	0.930589737321055	-16.9324007697921	2908	0.325653370013755	7	91168323	91171230	TEC	ENSMUSG00000109320	Gm44679
ENSMUSG00000105677	14.3612095662024	4.97771593961726	1.52862145624502	9.3834936265851	0.93058702088936	9.50718865893887	1434	0.396792189679219	3	105639760	105641193	lncRNA	ENSMUSG00000105677	Gm43328
ENSMUSG00000068262	5.6779637490858	16.025386800285	-1.49691363586211	10.3474230511992	0.930508244370195	-10.4551381738224	1209	0.510339123242349	6	87741978	87743186	processed_pseudogene	ENSMUSG00000068262	Gm5879
ENSMUSG00000092368	1.3941789212894	5.79880958398891	-2.05634104447613	4.40463066269951	0.930117078206068	-4.86099884447527	3517	0.474836508387831	17	36305345	36349335	lncRNA	ENSMUSG00000092368	A930015D03Rik
ENSMUSG00000109005	5.17957105581846	14.8110836075558	-1.51577266311343	9.63151255173737	0.930081764594029	-9.75005645114511	2272	0.38512323943662	7	89835135	89837406	TEC	ENSMUSG00000109005	Gm45221
ENSMUSG00000067870	93.3967098319011	35.069758331952	1.41314423882509	58.3269514999491	0.929848151468231	58.3440678039948	378	0.502645502645503	15	90648482	90648859	processed_pseudogene	ENSMUSG00000067870	Rpl31-ps8
ENSMUSG00000064247	1.02929987219623	5.08388681226569	-2.30426855791972	4.05458694006945	0.929557493276832	-4.66361757025586	3811	0.588559433219627	5	110247835	110253819	protein_coding	ENSMUSG00000064247	Plcxd1
ENSMUSG00000103006	4.70970601873781	13.6035307543283	-1.53027223280854	8.89382473559049	0.929511313938011	-9.02451392230663	1874	0.469583778014941	1	160040513	160042386	TEC	ENSMUSG00000103006	4933417C20Rik
ENSMUSG00000109481	2.60507351803856	8.42744351524338	-1.69377096509142	5.82236999720482	0.929424388123761	-6.06373255235895	3388	0.373671782762692	7	91465375	91468762	TEC	ENSMUSG00000109481	Gm45130
ENSMUSG00000025289	2.32826555848756	7.74716554867578	-1.73441294958877	5.41889999018822	0.929196207861353	-5.68969818033989	2106	0.35375118708452	X	154106914	154123750	protein_coding	ENSMUSG00000025289	Prdx4
ENSMUSG00000097515	7.86104571731432	21.4570480683702	-1.44865846725489	13.5960023510559	0.92904680411811	-13.6729620523377	998	0.459919839679359	3	94316702	94320226	lncRNA	ENSMUSG00000097515	1700040D17Rik
ENSMUSG00000025371	2.82263905125194	8.80515377147757	-1.64130354519729	5.98251472022562	0.928965311167251	-6.20357636409784	2432	0.582648026315789	11	119804267	119810374	protein_coding	ENSMUSG00000025371	Chmp6
ENSMUSG00000032478	2.81800417596253	8.79069539090042	-1.64130354519729	5.97269121493789	0.928867519626219	-6.19410346026553	2088	0.520593869731801	9	109661817	109672184	protein_coding	ENSMUSG00000032478	Nme6
ENSMUSG00000022614	1.51454124051731	6.03695631992853	-1.99494049981199	4.52241507941122	0.928661070817374	-4.94287626269119	3885	0.573230373230373	15	89235207	89239862	protein_coding	ENSMUSG00000022614	Lmf2
ENSMUSG00000020000	1.53324805071132	6.0583779366931	-1.98234046303236	4.52512988598178	0.928462771303616	-4.94029090199968	3198	0.487179487179487	10	24099415	24178688	protein_coding	ENSMUSG00000020000	Moxd1
ENSMUSG00000033510	7.31637668895937	20.0055726000154	-1.45120066181735	12.6891959110561	0.928403009806318	-12.7719096547862	3619	0.619508151423045	7	63094499	63408776	protein_coding	ENSMUSG00000033510	Otud7a
ENSMUSG00000022701	2.78202965456727	8.67847374761234	-1.64130354519729	5.89644409304507	0.92829163610681	-6.12061518720817	4230	0.478014184397163	16	43710163	43784677	protein_coding	ENSMUSG00000022701	Ccdc191
ENSMUSG00000002767	12.5726340158328	33.990688844815	-1.43485266772986	21.4180548289821	0.928280770380029	-21.4660633287843	1170	0.558119658119658	17	46957155	46961065	protein_coding	ENSMUSG00000002767	Mrpl2
ENSMUSG00000026307	2.58693898413267	8.2940568515596	-1.68083190938393	5.70711786742693	0.928134083068481	-5.9494865543429	4549	0.533523851395911	1	91226060	91248797	protein_coding	ENSMUSG00000026307	Scly
ENSMUSG00000103076	4.66151136415905	13.3296818999274	-1.51577266311343	8.66817053576839	0.928030858664059	-8.79970154058677	1683	0.361853832442068	1	80252448	80254130	TEC	ENSMUSG00000103076	Gm37902
ENSMUSG00000113792	12.6469483490806	4.38353859363546	1.52862145624502	8.26340975544518	0.92775106619944	8.40360781705567	1861	0.345513164965073	12	35105100	35106960	TEC	ENSMUSG00000113792	Gm10933
ENSMUSG00000030068	3.12850328639374	9.50905160321204	-1.60382883977863	6.3805483168183	0.92774563333605	-6.57903213022695	4075	0.49079754601227	6	99234445	99643758	protein_coding	ENSMUSG00000030068	Gm20696
ENSMUSG00000032908	7.59635908302943	2.29322488458272	1.72793026446843	5.30313419844672	0.927718469019096	5.5775420505453	4002	0.478260869565217	1	78286982	78396926	protein_coding	ENSMUSG00000032908	Sgpp2
ENSMUSG00000117505	5.36860649581183	14.8864330707219	-1.47137854375498	9.51782657491006	0.927650558226713	-9.63088664293618	1096	0.56478102189781	18	7868018	7869113	lncRNA	ENSMUSG00000117505	Gm9993
ENSMUSG00000027487	3.14132789329778	9.50234749301758	-1.59690942583883	6.3610195997198	0.927571781707549	-6.55840606110604	3434	0.43739079790332	2	154177300	154214930	protein_coding	ENSMUSG00000027487	Cdk5rap1
ENSMUSG00000021916	14.4258802787491	5.20421834609896	1.47090595838874	9.22166193265009	0.927145301931383	9.33823394108925	3331	0.484238967277094	14	30723357	30733948	protein_coding	ENSMUSG00000021916	Glt8d1
ENSMUSG00000032579	2.15176182827199	7.27173266564884	-1.75678076261722	5.11997083737685	0.927090973297476	-5.41298254417021	3646	0.517279210093253	9	107204283	107215549	protein_coding	ENSMUSG00000032579	Hemk1
ENSMUSG00000007777	9.8263071466429	26.5658690370297	-1.43485266772986	16.7395618903868	0.926971450302882	-16.8009444514344	998	0.501002004008016	11	51576213	51579701	protein_coding	ENSMUSG00000007777	0610009B22Rik
ENSMUSG00000024165	6.28112170460409	1.68548870304868	1.89785526591074	4.59563300155541	0.926895390215413	4.97209184301038	4840	0.458057851239669	17	25156393	25179663	protein_coding	ENSMUSG00000024165	Jpt2
ENSMUSG00000023044	4.35168694988106	12.5102770219758	-1.52346705490343	8.1585900720947	0.926525955504849	-8.29961106509566	3831	0.490472461498303	15	102085434	102113159	protein_coding	ENSMUSG00000023044	Csad
ENSMUSG00000039936	5.17046811898925	1.14044490452327	2.18069815282472	4.03002321446598	0.926436313258903	4.58219723962946	6259	0.488256910049529	4	149733625	149787028	protein_coding	ENSMUSG00000039936	Pik3cd
ENSMUSG00000113379	9.09427004545559	24.4291658621931	-1.42557485414185	15.3348958167376	0.926414581805341	-15.4010159851536	1294	0.356259659969088	13	96713138	96714431	TEC	ENSMUSG00000113379	Gm46436
ENSMUSG00000107050	9.25552980316137	3.0622242202536	1.59573565210356	6.19330558290776	0.926333088854481	6.39557709004206	2331	0.398541398541399	5	65837357	65839687	TEC	ENSMUSG00000107050	C030017G13Rik
ENSMUSG00000108049	3.04812658535874	9.22041856202949	-1.59690942583883	6.17229197667076	0.926218998723277	-6.37552413214844	3539	0.521898841480644	6	87963173	87966711	TEC	ENSMUSG00000108049	Gm44168
ENSMUSG00000107838	8.58350506113752	2.78917031002311	1.62173086063651	5.7943347511144	0.926218998723277	6.0170030906019	1828	0.37855579868709	6	133087437	133089264	TEC	ENSMUSG00000107838	Gm45769
ENSMUSG00000004451	0.795671767330597	4.55047761411316	-2.51577266311343	3.75480584678256	0.92595007198544	-4.51969899877208	4930	0.505679513184584	1	119398035	119432524	protein_coding	ENSMUSG00000004451	Ralb
ENSMUSG00000086877	2.64014031681563	8.23585341438831	-1.64130354519729	5.59571309757268	0.925759921766767	-5.83145628448192	3343	0.416691594376309	X	20827886	20853590	lncRNA	ENSMUSG00000086877	A230072C01Rik
ENSMUSG00000028959	17.0472494157953	6.29745150144102	1.43669896680398	10.7497979143543	0.925640398772173	10.8453796208649	4372	0.571363220494053	5	24643438	24650285	protein_coding	ENSMUSG00000028959	Fastk
ENSMUSG00000053128	2.42405632494223	7.84185076342889	-1.69377096509142	5.41779443848666	0.925594219433352	-5.67638588010749	3641	0.510848667948366	9	44006928	44024814	protein_coding	ENSMUSG00000053128	Rnf26
