dStr_mean	NAc_mean	M	D	prob	ranking	Length	GC	Chrom	GeneStart	GeneEnd	Biotype	mgi_symbol
ENSMUSG00000086448	7.58321133398569	2.52015832588295	1.58929455732962	5.06305300810274	0.917169120511023	5.30663386270579	3836	0.465589155370177	13	25121384	25125400	lncRNA	9330162012Rik
ENSMUSG00000117294	1.15049828655154	4.81760498575764	-2.06605727128293	3.6671066992061	0.917067850743943	-4.20906927854405	3612	0.394241417497231	17	28676458	28680069	TEC	Gm49839
ENSMUSG00000019851	9.04779671969911	23.276863980025	-1.36325828026792	14.2290672603259	0.917034094154917	-14.2942235968799	1952	0.480020491803279	10	18720768	18732821	protein_coding	Perp
ENSMUSG00000116733	5.50167671362422	14.5052572592656	-1.3986326103698	9.00358054564135	0.917013320869362	-9.11156604654991	1133	0.528684907325684	16	22946540	22947672	lncRNA	6330408M09Rik
ENSMUSG00000078974	18.1301533963108	45.904111142702	-1.34023223472192	27.7739577463913	0.916914647762977	-27.8062753949772	2464	0.463068181818182	11	16450530	16458484	protein_coding	Sec61g
ENSMUSG00000052373	18.0437605007176	7.00456322844875	1.36513304314012	11.0391972722688	0.916841941263535	11.1232847954883	9385	0.49621736814065	11	101890478	101919287	protein_coding	Mpp3
ENSMUSG00000106229	22.5373677644767	8.79462948881252	1.35762432240516	13.7427382756642	0.916808184674509	13.8096342860407	2858	0.452764170748775	5	30972964	30975821	lncRNA	Gm19409
ENSMUSG00000006335	12.9754365456624	33.0025329609964	-1.34679367885018	20.0270964153339	0.91680299135312	-20.072330309221	1201	0.502914238134888	7	3623323	3632928	protein_coding	Tfpt
ENSMUSG00000018809	1.43991677443665	5.35957163580706	-1.89613226984062	3.91965486137042	0.916766638103399	-4.35419473806532	4329	0.490875490875491	11	75239259	75296531	protein_coding	Smyd4
ENSMUSG00000021650	17.0711259842542	43.1171876581345	-1.3367048612266	26.0460616738803	0.916712108228818	-26.0803395032657	1704	0.499413145539906	13	99456155	99481213	protein_coding	Ptcd2
ENSMUSG00000029049	0.961944400700036	4.47561450837361	-2.21806036472798	3.51367010767357	0.916678351639791	-4.15519787821663	4320	0.542361111111111	4	155171034	155229962	protein_coding	Morn1
ENSMUSG00000021919	5.74344009603594	1.64445287486064	1.80430744830047	4.0989872211753	0.916662771675625	4.47852895573435	4703	0.517754624707633	14	32130160	32187946	protein_coding	Chat
ENSMUSG00000005732	21.2020398521641	53.3850009066028	-1.33223138464729	32.1829610544388	0.916577081872712	-32.2105234774873	1666	0.530012004801921	16	18057648	18066596	protein_coding	Ranbp1
ENSMUSG00000039201	9.66764451383573	3.46003125915783	1.48237935341311	6.20761325467789	0.916543325283685	6.38215565989095	2794	0.516105941302792	X	8020711	8042420	protein_coding	Tbc1d25
ENSMUSG00000052364	15.6860620044466	39.6723460254441	-1.33865050554157	23.9862840209975	0.916421282231051	-24.0236093523006	2583	0.575687185443283	X	8758621	8761203	protein_coding	B630019K06Rik
ENSMUSG00000101054	29.5053798241626	11.5603316449471	1.35179524360297	17.9450481792155	0.9163070291605	17.9958913237159	669	0.403587443946188	1	112331917	112332585	processed_pseudogene	Gm18406
ENSMUSG00000119994	6.61485643778164	17.0982089460329	-1.37006345817303	10.4833525082512	0.916273272571473	-10.5724998790106	2827	0.47117085249381	10	128334642	128340114	lncRNA	
ENSMUSG00000023452	3.43288680041126	9.58326362210362	-1.48109477056177	6.15037682169236	0.916120069590507	-6.32619765484735	5750	0.445217391304348	5	32893645	32942990	protein_coding	Pisd
ENSMUSG00000064036	6.79939034753445	2.18174844010088	1.63992063039959	4.61764190743357	0.916088909662174	4.90019963463704	4431	0.464906341683593	18	73992456	74014404	protein_coding	Mro
ENSMUSG00000071679	3.42965596508184	9.57424440635851	-1.48109477056177	6.14458844127667	0.916049959751759	-6.32057029326123	3635	0.409353507565337	X	143471903	143905407	protein_coding	Rtl4
ENSMUSG00000039313	1.42941655580082	5.32048835337754	-1.89613226984062	3.89107179757672	0.916047363091065	-4.32848210330456	7268	0.441662080352229	9	89469269	89505178	protein_coding	Minar1
ENSMUSG00000000340	7.75761613467771	19.9237032953406	-1.36080053684406	12.1660871606629	0.916000623198567	-12.2419547010239	3348	0.419354838709677	3	116306719	116343630	protein_coding	Dbt
ENSMUSG00000052926	2.07247069515311	6.61202211781384	-1.67373984850417	4.53955142266073	0.915930513359819	-4.83827781338069	3509	0.48731832430892	8	85683239	85696396	protein_coding	Rnaseh2a
ENSMUSG00000002058	8.06335747645619	2.76435013752487	1.54444032154536	5.29900733893131	0.91582924359274	5.519490437066	2448	0.58047385620915	11	78234308	78239990	protein_coding	Unc119
ENSMUSG00000010047	1.26194953265234	4.9907247114327	-1.98359511109096	3.72877517878036	0.915686427254551	-4.22355465202387	3293	0.558457333738233	9	107445144	107449978	protein_coding	Hyal2
ENSMUSG00000030030	4.20986023178944	11.3169973340955	-1.4266469865394	7.10713710230609	0.915579964166082	-7.24891160210812	2221	0.606033318325079	6	83133386	83139927	protein_coding	1700003E16Rik
ENSMUSG00000035274	28.4964720583553	70.7119032043981	-1.31116976911946	42.2154311460427	0.915491677702475	-42.2357880595323	3828	0.497387669801463	9	85724433	85729093	protein_coding	Tpbg
ENSMUSG00000045327	1.93104080437926	6.28915347273317	-1.70348719189822	4.35811266835392	0.915286541507621	-4.67921089960991	3228	0.434324659231722	3	96513975	96537136	transcribed_processed_pseudogene	6330549D23Rik
ENSMUSG00000117698	2.54134039323884	7.56737952100743	-1.57420417495326	5.02603912776858	0.915268364882761	-5.26680055615371	2044	0.522504892367906	19	43663572	43665615	lncRNA	BC037704
ENSMUSG00000029669	13.8059794386185	5.25556907537197	1.39337434735437	8.5504103632465	0.915208641686791	8.66319856933791	3311	0.474176985804893	6	21771394	21852514	protein_coding	Tspan12
ENSMUSG00000108368	2.0786313580553	6.57641315516122	-1.6616670162036	4.49778179710592	0.915174885097764	-4.79491171630055	2499	0.479791916766707	6	72579987	72582485	TEC	Gm45053
ENSMUSG00000063018	9.13452478976588	23.2333189250625	-1.34679367885018	14.0987941352966	0.915055438705824	-14.1629745916197	1706	0.459554513481829	X	7278056	7311382	lncRNA	2010204K13Rik
ENSMUSG00000049904	5.96307370842114	15.4134683324091	-1.37006345817303	9.45039462398796	0.914850302510971	-9.54919014516527	1568	0.490433673469388	11	22462088	22469234	protein_coding	Tmem17
ENSMUSG00000044857	12.1496301409713	4.56193124283957	1.41319578826711	7.58769889813176	0.914793175975695	7.71817963672042	4874	0.578580221583915	17	27408574	27423443	protein_coding	Lemd2
ENSMUSG00000088990	270.743624051574	656.206461736814	-1.27722243719612	385.46283768524	0.914759419386669	-385.464953703332	165	0.412121212121212	4	132565694	132565858	scaRNA	Gm22767
ENSMUSG00000019872	26.1611610379245	10.299331788761	1.34487582966318	15.8618292491635	0.914741242761808	15.9187410974245	2065	0.465375302663438	10	57670431	57687926	protein_coding	Smpdl3a
ENSMUSG00000023904	14.0978072920966	35.3190455984389	-1.32497556864449	21.2212383063423	0.91473604944042	-21.2625613582201	958	0.589770354906054	17	23892570	23894201	protein_coding	Hcfc1r1
ENSMUSG00000024253	10.0054570088864	25.3450529462955	-1.34091711251351	15.3395959374091	0.914608813066397	-15.3980928113065	1869	0.445157838416265	17	84933924	84963016	protein_coding	Dync2li1
ENSMUSG00000035637	4.53668101640192	12.0615437780249	-1.41070544267038	7.52486276162302	0.914603619745008	-7.65595516099988	1603	0.583905177791641	4	44981395	44990734	protein_coding	Grhpr
ENSMUSG00000034714	10.5584910951403	3.87830730332455	1.44490464799445	6.68018379181573	0.914416660175015	6.83466202048306	3739	0.560042792190425	11	114566257	114611803	protein_coding	Ttyh2
ENSMUSG00000044629	9.60262259604633	24.3917077478588	-1.34489038696346	14.7890851518124	0.914408870192932	-14.8501100932116	4003	0.465650761928554	11	17001586	17029371	protein_coding	Cnrip1
ENSMUSG00000031700	28.3520454943169	11.3068156001017	1.32626015149583	17.0452298942151	0.914349146996962	17.0967490516791	5643	0.507354244196349	8	86219205	86254189	protein_coding	Gpt2
ENSMUSG00000092090	7.56914788734696	2.56122064858577	1.56329934879668	5.00792723876119	0.914338760354184	5.24625962783719	7549	0.502715591469069	6	28981451	29028921	lncRNA	Gm3294
ENSMUSG00000039103	88.5210100884655	36.1324571183074	1.29272454761207	52.3885529701581	0.914325777050713	52.4044999886752	3826	0.459749085206482	3	151942619	151971987	protein_coding	Nexn
ENSMUSG00000101481	46.0369255283326	18.5635532341405	1.31031860762681	27.4733722941922	0.914297213783075	27.5046017980406	677	0.447562776957164	16	5793449	5816360	lncRNA	1700123O21Rik
ENSMUSG00000103225	12.5392484239665	4.75371482874193	1.39932361368555	7.78553359522458	0.91421671730155	7.91028696939552	2237	0.450603486812696	1	159422718	159424954	TEC	Gm37731
ENSMUSG00000105613	3.47722485328356	0.294152665087083	3.56329934879668	3.18307218819648	0.914024564410169	4.77797559688251	6573	0.465084436330443	5	122917588	122924160	TEC	Gm43684
ENSMUSG00000026163	22.8293990868074	56.3809967645148	-1.3043160980784	33.5515976777075	0.914016774428085	-33.5769407065392	9602	0.416371589252239	1	83231860	83385921	protein_coding	Sphkap
ENSMUSG00000038400	41.8689579983097	16.9222501745467	1.30695959553689	24.946707823763	0.913985614499753	24.9809202118049	4913	0.566049257073071	2	173066251	173118326	protein_coding	Pmepa1
ENSMUSG00000030401	9.06346741771899	22.9823049040672	-1.34238849973018	13.9188374863482	0.913975227856976	-13.9834203203501	4585	0.517557251908397	7	19016549	19030085	protein_coding	Rtn2
ENSMUSG00000055639	54.9479679809467	22.3285269938049	1.29917805002161	32.6194409871419	0.913938874607255	32.6453027849228	7317	0.42777094437611	14	98024289	98407201	protein_coding	Dach1
ENSMUSG00000102625	6.72929715287918	2.16756218342758	1.63438244685816	4.5617349694516	0.913850588143647	4.84568178011265	4014	0.335326357747882	3	75526654	75530667	TEC	Gm37672
ENSMUSG00000020303	1.00376807029569	4.48339818577947	-2.15916667567441	3.47963011548378	0.913845394822259	-4.09509785889478	5175	0.51207729468599	11	31307307	31320074	protein_coding	Stc2
ENSMUSG00000060424	12.8591883813962	4.90033096236874	1.39184849312341	7.95885741902748	0.913814234893926	8.07964440085197	8483	0.463043734527879	1	42629754	42734584	lncRNA	Pantr1
ENSMUSG00000021782	4.64941681836409	12.2962119009939	-1.4030922585605	7.64679508262984	0.913751915037262	-7.77445450959515	8491	0.513484866329054	14	24184021	24295988	protein_coding	Dlg5
ENSMUSG00000094595	4.29100485305386	0.887317791471959	2.27379273160169	3.4036870615819	0.91373893173379	4.0933139385423	4358	0.390316659017898	4	11579665	11587591	protein_coding	Fsbp
ENSMUSG00000087497	4.39148530754365	11.6755161088007	-1.41070544267038	7.28403080125707	0.913733738412402	-7.41937966137611	1656	0.480072463768116	11	63970270	64052746	lncRNA	2810001G20Rik
ENSMUSG00000018167	6.71765502203793	2.17426535576879	1.62742968621639	4.54338966626914	0.913572745449352	4.826066415119	3557	0.570424515040765	11	98249194	98271938	protein_coding	Stard3
ENSMUSG00000024847	34.9604705347336	14.0809890911362	1.31197592548958	20.8794814435974	0.913377995897276	20.920660271191	1991	0.503264691109995	19	4164446	4175858	protein_coding	Aip
ENSMUSG00000018821	23.5349503860591	9.38575469717183	1.32626015149583	14.1491956888873	0.913370205915193	14.211217563315	1236	0.530744336569579	19	42111712	42117498	protein_coding	Avpi1
ENSMUSG00000038274	46.485637844443	112.668122982908	-1.27722243719612	66.1824851384647	0.913346835968944	-66.1948082273616	961	0.59417273673257	19	6107874	6109554	protein_coding	Fau
ENSMUSG00000105663	32.4291042620698	13.0492607488238	1.31332109578833	19.379843513246	0.913100153202981	19.4242927000843	3556	0.401012373453318	5	52012562	52016117	TEC	Gm43606
ENSMUSG00000046447	291.518506095135	120.950360035472	1.26917240726554	170.568146059664	0.913056009971177	170.572867856614	4444	0.537128712871287	4	138181625	138187434	protein_coding	Camk2n1
ENSMUSG00000045752	7.88325167402957	19.9110264957889	-1.3367048612266	12.0277748217594	0.913001480096596	-12.1018241207256	1845	0.591327913279133	7	142622986	142624830	protein_coding	Tssc4
ENSMUSG00000004394	21.464875056943	52.375786312868	-1.28692222287278	30.910911255925	0.912993690114513	-30.9376890455541	2178	0.487603305785124	11	6220369	6224870	protein_coding	Tmed4
ENSMUSG00000105469	49.7081317108153	20.3522680801831	1.28829230129681	29.3558636306322	0.912856067097712	29.3841186111452	1045	0.416267942583732	3	126760124	126761168	TEC	A930036I15Rik
ENSMUSG00000114019	47.7655150692432	19.5568920862449	1.28829230129681	28.2086229829983	0.912739217366467	28.2380259163157	2175	0.417471264367816	13	93547291	93549465	TEC	Gm47155
ENSMUSG00000047155	4.46625248378522	11.7753449783243	-1.3986326103698	7.30909249453903	0.912609384331749	-7.44170721491491	4187	0.429424408884643	4	114963520	114991478	protein_coding	Cyp4x1
ENSMUSG00000102670	20.1077410210846	8.01898120209981	1.32626015149583	12.0887598189848	0.912326348316066	12.1612943369753	1085	0.340092165898618	9	107696127	107697211	TEC	Gm37436
ENSMUSG00000085133	8.59323396765335	21.5285126298862	-1.32497556864449	12.9352786622328	0.912264028459401	-13.0029609830654	4715	0.465959703075292	14	121486118	121491383	lncRNA	B930095G15Rik
ENSMUSG00000047067	7.90639233452085	19.8643712426445	-1.32909167711672	11.9579789081236	0.912238061852458	-12.0316143660488	1314	0.579147640791476	1	92834703	92836157	protein_coding	Dusp28
ENSMUSG00000006736	16.5807106003016	40.5560472003649	-1.29041120895266	23.9753366000634	0.912212095245514	-24.0100380294269	2193	0.49703602371181	10	126903149	126906133	protein_coding	Tspan31
ENSMUSG00000091931	4.39901179713214	11.5980638495045	-1.3986326103698	7.19905205237237	0.912170548674405	-7.33365690713417	1417	0.466478475652788	12	102719534	102724062	protein_coding	Gon7
ENSMUSG00000027520	52.8518500335642	127.075066676489	-1.26565510986709	74.2232166429249	0.912154968710239	-74.2340068410677	12659	0.422545224741291	1	63312424	63353735	protein_coding	Zdbf2
ENSMUSG00000108447	9.08198362348495	3.30695347939122	1.45750468477408	5.77503014409374	0.911887512658721	5.95611392363592	2631	0.400228050171038	7	34062126	34064756	TEC	Gm44567
ENSMUSG00000079197	4.12261886014301	10.9606885919354	-1.41070544267038	6.83806973179235	0.911856352730389	-6.98206899871625	1764	0.494897959183673	14	55824898	55828570	protein_coding	Psme2
ENSMUSG00000073236	18.8564382090552	7.51996076428547	1.32626015149583	11.3364774447697	0.911830386123445	11.4137937095962	2314	0.463699222126188	2	153183077	153188033	lncRNA	2500004C02Rik
ENSMUSG00000109317	17.3818524914138	6.84302449928937	1.34487582966318	10.5388279921244	0.911770662927475	10.6242922797143	3108	0.407014157014157	7	48446050	48449157	TEC	Gm45041
ENSMUSG00000103783	12.2477803029491	4.69287734858592	1.38397564935212	7.55490295436323	0.911768066266781	7.68062154046441	2884	0.406033287101248	1	30872629	30875512	TEC	Gm37522
ENSMUSG00000034789	11.8584113714089	29.2658544726207	-1.30330765134649	17.4074431012118	0.911768066266781	-17.4561647035076	2015	0.544913151364764	13	55467556	55469759	protein_coding	Rab24
ENSMUSG00000103472	23.8964911502252	9.63582560054674	1.31031860762681	14.2606655496784	0.911565526732622	14.320737298522	5217	0.512938470385279	18	37847817	37974926	protein_coding	Pcdhga7
ENSMUSG00000051615	13.6338576477171	33.4469688385257	-1.29468164633089	19.8131111908087	0.911557736750539	-19.8553664187971	4191	0.488188976377953	14	120715856	120744606	protein_coding	Rap2a
ENSMUSG00000061111	11.3452412937477	27.9010227386286	-1.29823071341196	16.5557814448809	0.911547350107761	-16.6066041753246	1282	0.598283931357254	11	120433714	120440553	protein_coding	Mcrip1
ENSMUSG00000063275	8.82917806874821	3.19505624960382	1.46643780954409	5.63412181914439	0.911513593518735	5.82183549425947	2118	0.551463644948064	2	13855093	14060946	protein_coding	Hacd1
ENSMUSG00000107905	10.8279713385841	4.08478619919169	1.40643050017981	6.74318513939239	0.911427903715821	6.88829387990658	3550	0.349859154929577	6	80245479	80249028	TEC	Gm44230
ENSMUSG00000103214	22.4174869032704	9.02906579080589	1.31197592548958	13.3884211124645	0.91117602762847	13.452549970684	3105	0.378099838969404	1	25385059	25388163	TEC	Gm38286
ENSMUSG00000120310	7.02909304977023	17.6602055567218	-1.32909167711672	10.6311125069516	0.911150061021526	-10.7138712808043	1478	0.486468200270636	15	84805922	84807399	lncRNA	
ENSMUSG00000031558	3.43127417259102	9.35069604517516	-1.4463293524011	5.91942187258415	0.911137077718055	-6.0935559323965	25433	0.402626508866433	5	48140480	48465075	protein_coding	Slit2
ENSMUSG00000115955	2.21042543139583	6.75831394455929	-1.61233930384003	4.54788851316347	0.911105917789722	-4.82523864268614	3290	0.446504559270517	2	130365915	130369204	TEC	9530056E24Rik
ENSMUSG00000070972	2.74478190952718	7.87518959729675	-1.52062313474841	5.13040768776957	0.911100724468334	-5.35101651657488	4542	0.453985028621753	4	58995062	59025573	protein_coding	Dnajc25
ENSMUSG00000097616	5.67829007846545	1.69083119161994	1.74772391993411	3.98745888684552	0.910981278076394	4.35366136425344	4574	0.373414954088325	6	13871522	14044384	lncRNA	1110019D14Rik
ENSMUSG00000002728	41.7803219866801	17.2211499140011	1.27864213126309	24.559172072679	0.910934538183895	24.5924349871113	3705	0.398110661268556	2	145744019	145758345	protein_coding	Naa20
ENSMUSG00000003872	29.1147628591918	11.8941826442629	1.29149473333515	17.2205802149289	0.910918958219729	17.2689415305349	1463	0.580997949419002	7	45017315	45020007	protein_coding	Lin7b
ENSMUSG00000097068	5.10515947300265	1.38557107630239	1.88147530882293	3.71958839670026	0.910908571576952	4.16836744764393	4884	0.417485667485668	15	92242208	92275984	lncRNA	Gm26760
ENSMUSG00000020792	24.5034795360367	9.96175246654258	1.29851516101293	14.5417270694941	0.910872218327231	14.5995879320972	4367	0.545912525761392	11	116178827	116198059	protein_coding	Exoc7
ENSMUSG00000004562	1.60354999460705	5.50233757425364	-1.77877531920246	3.8987875796466	0.910846251720288	-4.28539219061807	10366	0.557495658884816	14	52222176	52243708	protein_coding	Arhgef40
ENSMUSG00000022358	21.2962576324704	8.59194803557043	1.3095427565509	12.7043095969	0.910822881774039	12.7716241944836	6976	0.46831995412844	15	58039275	58078328	protein_coding	Fbxo32
ENSMUSG00000113196	17.1072680999583	6.82239049970853	1.32626015149583	10.2848776002498	0.910763158578069	10.3700372825543	4251	0.393083980239944	12	98732364	98736614	TEC	D230049E03Rik
ENSMUSG00000083992	26.0158585832063	62.9425319174278	-1.27464389309435	36.9266733342215	0.910755368595986	-36.9486660190393	599	0.54424040066778	11	86521254	86521852	processed_pseudogene	Gm11478
ENSMUSG00000000782	12.3883399467431	4.80324312922507	1.36690213599318	7.58509681751803	0.910690452078627	7.70727676812666	3019	0.555813183173236	11	52143198	52174158	protein_coding	Tcf7
ENSMUSG00000024308	6.29983433314026	15.9878621908826	-1.34359124681184	9.6880278577423	0.910651502168212	-9.78075258918762	3628	0.568357221609702	17	34134873	34148266	protein_coding	Tapbp
ENSMUSG00000110084	27.2847661429175	11.1229879327664	1.29455129176849	16.1617782101511	0.910648905507517	16.2135418080422	3998	0.374687343671836	8	103380823	103384820	TEC	Gm45257
ENSMUSG00000106211	17.6377821539807	7.0799334699705	1.31686145349358	10.5578486840102	0.910545039079743	10.6396566167407	3004	0.401797603195739	3	56030577	56033580	TEC	Gm42842
ENSMUSG00000097801	2.42261940013068	7.1387182053499	-1.55909728256305	4.71609880521922	0.910469735919607	-4.96712917861873	2573	0.502137582588418	12	80556725	80565690	lncRNA	Gm26777
ENSMUSG00000105382	9.70329968327559	3.611703862299	1.42579582504674	6.09159582097659	0.910389239438083	6.25623156387774	1606	0.417808219178082	5	124416370	124417975	TEC	Gm43339
ENSMUSG00000104641	20.0173401301742	8.07162847752928	1.31031860762681	11.9457116526449	0.910386642777388	12.0173608476083	1557	0.436737315350032	5	65633848	65635404	TEC	Gm43290
ENSMUSG00000018761	6.86876001822175	17.1774824602372	-1.32239702454272	10.3087224420155	0.91026200306406	-10.393194517425	2420	0.465289256198347	11	69547523	69553468	protein_coding	Mpdu1
ENSMUSG00000039058	29.2991761059283	70.1477629996324	-1.25953700070414	40.8485868937041	0.910030900262263	-40.8680007422511	3404	0.532314923619271	3	152168452	152373997	protein_coding	Ak5
ENSMUSG00000097204	2.21691107549968	6.70446814591256	-1.59657198798171	4.48755707041287	0.909906260548934	-4.76310933876396	3749	0.495598826353694	3	96074780	96079747	lncRNA	Gm17690
ENSMUSG00000041911	4.23569291338637	11.1077519451704	-1.3908969615902	6.872059031784	0.909872503959908	-7.0114042597817	5396	0.542068198665678	2	71358457	71364325	protein_coding	Dlx1
ENSMUSG00000018900	1.69146850009124	5.6662941089406	-1.74412917639557	3.97482560884936	0.909537534730337	-4.34064801668126	3071	0.488765874308043	11	53755368	53782486	protein_coding	Slc22a5
ENSMUSG00000041837	9.1496392956897	22.4461563494414	-1.29468164633089	13.2965170537517	0.909508971462699	-13.3593999238759	2498	0.569655724579664	9	65253386	65266925	protein_coding	Pdcd7
ENSMUSG00000104391	22.4538208028453	9.17300432712524	1.29149473333515	13.2808164757201	0.909498584819922	13.3434645016949	1897	0.321560358460727	1	176862606	176864502	TEC	Gm37960
ENSMUSG00000033316	7.2577841010901	18.0096583810004	-1.31116976911946	10.7518742799103	0.909412895017008	-10.8315265172758	3006	0.59647371922821	5	110692221	110769246	protein_coding	Galnt9
ENSMUSG00000053519	2.96405122041666	8.27445991847674	-1.48109477056177	5.31040869806008	0.909397315052842	-5.51308282722268	6309	0.434775717229355	11	33579339	33943152	protein_coding	Kcnip1
ENSMUSG00000003873	11.2064081198304	4.29386366539397	1.38397564935212	6.91254445443641	0.909340188517566	7.04972761406844	1576	0.53997461928934	7	45111121	45116322	protein_coding	Bax
ENSMUSG00000003500	15.454188732558	6.16314129021939	1.32626015149583	9.29104744233857	0.909322011892706	9.38522927611424	3294	0.560109289617486	6	29200433	29216363	protein_coding	Impdh1
ENSMUSG00000052516	53.4039721342532	22.3709570974986	1.25532007153022	31.0330150367546	0.909241515411181	31.0583942075798	16983	0.3764352587882	16	73688727	74208713	protein_coding	Robo2
ENSMUSG00000035495	12.4966421606202	4.8596977642089	1.36260199855955	7.63694439641132	0.909202565500766	7.75755141267893	5570	0.480430879712747	4	46114746	46138694	protein_coding	Tstd2
ENSMUSG00000104830	2.31587149522077	6.89599810117663	-1.57420417495326	4.58012660595586	0.90914543896549	-4.84310628739707	2243	0.454748105216228	5	123504535	123506982	lncRNA	5830487J09Rik
ENSMUSG00000044285	8.52430730466494	20.8219358051104	-1.28844969261938	12.2976285004455	0.909000025966607	-12.3649411379667	975	0.523076923076923	14	46321483	46322457	transcribed_processed_pseudogene	Ubb-ps
ENSMUSG00000022656	1.71153204737404	5.68800149334372	-1.73263353755774	3.97646944596969	0.908963672716886	-4.337548642978	12747	0.412253863654193	16	46208069	46318888	protein_coding	Nectin3
ENSMUSG00000005892	25.5221086659721	10.4775946583313	1.2844399758012	15.0445140076408	0.90894809275272	15.0992446095007	1384	0.548410404624277	6	92219042	92221631	protein_coding	Trh
ENSMUSG00000102417	47.3302939752182	19.8191221054175	1.25587082360443	27.5111718698007	0.908916932824388	27.5398218798759	439	0.425968109339408	16	40129795	40130233	TEC	Gm36939
ENSMUSG00000031762	174.916828780354	73.9846479955637	1.24137125390932	100.93218078479	0.90887019293189	100.939814347776	588	0.547619047619048	8	94899292	94900196	protein_coding	Mt2
ENSMUSG00000041632	20.3511218647863	8.31399388846468	1.29149473333515	12.0371279763216	0.908826049700086	12.1062136345174	2093	0.512183468705208	13	99481294	99552070	protein_coding	Mrps27
ENSMUSG00000025795	6.7884210190541	2.27407072772564	1.57779891849179	4.51435029132846	0.908758536522033	4.78213424947599	3826	0.507056978567695	10	121246255	121312252	protein_coding	Rassf3
ENSMUSG00000106379	18.430531374757	44.229602200398	-1.26291460051224	25.799070825641	0.908714393290229	-25.8299633905011	3213	0.416433239962652	5	22951057	23480595	protein_coding	Lhfpl3
ENSMUSG00000022913	10.0488834715986	24.4560364207558	-1.28315539294987	14.4071529491572	0.908652073433564	-14.464181410051	1344	0.505208333333333	16	95781133	95792160	protein_coding	Psmg1
ENSMUSG00000025893	13.3420370645039	32.2796032692973	-1.27464389309435	18.9375662047934	0.908623510165927	-18.9804144005113	2336	0.384417808219178	9	4309833	4331732	protein_coding	Kbtbd3
ENSMUSG00000097042	6.74318446185227	16.7327171580909	-1.31116976911946	9.98953269623859	0.90853003038093	-10.0752136281407	2311	0.44223279965383	8	22970307	22973348	lncRNA	Gm17491
ENSMUSG00000120042	7.32356462164378	18.0106299853584	-1.29823071341196	10.6870653637147	0.908524837059541	-10.7656290607449	1986	0.580060422960725	7	78532349	78538579	lncRNA	
ENSMUSG00000107932	6.64541547605143	16.4901105980162	-1.31116976911946	9.84469512196476	0.908298927579133	-9.93162565786133	938	0.374200426439232	6	4610234	4611171	TEC	Gm44432
ENSMUSG00000078185	12.0646446126508	4.71238895333273	1.35625489179367	7.35225565931805	0.908259977668718	7.4763019342111	6975	0.444301075268817	1	175509803	175520467	protein_coding	Chml
ENSMUSG00000052125	3.57705073553726	0.483366366904349	2.88758158351707	3.09368436863291	0.908197657812054	4.2319038710952	6680	0.462724550898204	12	33161710	33197611	lncRNA	F730043M19Rik
ENSMUSG00000059182	8.41584887325488	3.06439890966921	1.45750468477408	5.35144996358567	0.908158707901638	5.54638049712598	11357	0.398344633265827	6	51834402	51989529	protein_coding	Skap2
ENSMUSG00000005370	9.08380078341682	22.0217534852879	-1.27756137647664	12.9379527018711	0.907969151670951	-13.0008762468734	4346	0.489875747814082	17	88282490	88298320	protein_coding	Msh6
ENSMUSG00000045404	5.34138793190766	1.55323382681346	1.78193963527202	3.7881541050942	0.907937991742619	4.18633734757429	3112	0.556233933161954	12	99930758	100028941	protein_coding	Kcnk13
ENSMUSG00000020621	66.6861456160971	28.0875051039014	1.24745858378823	38.5986405121957	0.907878268546649	38.6187933823415	1480	0.496621621621622	12	10440772	10445562	protein_coding	Rdh14
ENSMUSG00000033152	14.2760647534749	34.1358053510464	-1.25768743884869	19.8597405975715	0.90781335202929	-19.8995244741343	5749	0.531744651243695	6	88819540	88852026	protein_coding	Podxl2
ENSMUSG00000061882	0.717059670601201	3.8922864009323	-2.44045278606443	3.1752267303311	0.90777699877957	-4.00473152533584	8693	0.450707465777062	5	124065481	124107958	protein_coding	Ccdc62
ENSMUSG00000010592	16.8617269819043	6.83292769969499	1.30317653838279	10.0287992822093	0.907756225494015	10.1131144625695	3820	0.409685863874346	17	50586423	50600664	protein_coding	Dazl
ENSMUSG00000072774	4.39281163956042	1.0219162091001	2.10386773015938	3.37089543046032	0.907670535691101	3.97356205804115	4730	0.416913319238901	5	104961035	105007936	protein_coding	Zfp951
ENSMUSG00000033730	129.685650026287	55.2920219972293	1.22987561507149	74.393628029058	0.90761600581652	74.4037934876602	4406	0.527235587834771	14	70314652	70320063	protein_coding	Egr3
ENSMUSG00000003762	9.67110589747835	3.63433358574699	1.41199002552171	6.03677231173136	0.907504349406663	6.19970449101078	5586	0.536161833154314	7	26932448	26957375	protein_coding	Coq8b
ENSMUSG00000113076	51.9766907419129	21.8237407876277	1.25196636914852	30.1529499542852	0.90715639687362	30.1789299136849	1639	0.411836485661989	13	93453935	93455573	TEC	Gm47088
ENSMUSG00000086291	23.8370926062571	9.85833253087265	1.27379273160169	13.9787600753845	0.907065513749318	14.0366762863665	1569	0.430847673677502	5	34369154	34371146	lncRNA	Gm15513
ENSMUSG00000107779	28.2188693386201	11.7472884022501	1.26433240235263	16.47158093637	0.906987613928488	16.5200337459409	2798	0.314152966404575	6	45222571	45225368	TEC	Gm43874
